CMS1_Pval	CMS2_Pval	CMS3_Pval	CMS4_Pval	CMS	min_Pval	classifier
petacc.PETACC3-0175	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0172	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0538	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0041	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0042	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0049	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0613	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0611	0.100932401	1	1	0.227445019	NA	0.100932401	CMS4
petacc.PETACC3-0090	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0142	0.100932401	0.937285903	1	0.594081281	NA	0.100932401	NOLBL
petacc.PETACC3-0343	1	0.3046316	0.024786325	1	CMS3	0.024786325	CMS3
petacc.PETACC3-0344	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0345	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
petacc.PETACC3-0346	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0173	0.100932401	1	0.658974359	0.594081281	NA	0.100932401	NOLBL
petacc.PETACC3-0176	1	0.007945678	0.658974359	1	CMS2	0.007945678	NOLBL
petacc.PETACC3-0174	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0285	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0240	1	0.073071856	0.204273504	1	NA	0.073071856	CMS2
petacc.PETACC3-0594	0.816681869	0.67678119	0.658974359	0.594081281	NA	0.594081281	NOLBL
petacc.PETACC3-0593	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0229	1	0.937285903	0.204273504	0.227445019	NA	0.204273504	NOLBL
petacc.PETACC3-0512	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0361	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0378	0.816681869	1	0.658974359	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0256	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0258	0.100932401	1	1	0.227445019	NA	0.100932401	NOLBL
petacc.PETACC3-0259	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0161	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
petacc.PETACC3-0227	0.816681869	1	0.204273504	0.227445019	NA	0.204273504	NOLBL
petacc.PETACC3-0185	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
petacc.PETACC3-0291	0.404216074	1	0.024786325	0.908340934	CMS3	0.024786325	CMS3
petacc.PETACC3-0292	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
petacc.PETACC3-0293	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0280	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0283	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0081	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0082	0.816681869	0.073071856	0.658974359	1	NA	0.073071856	NOLBL
petacc.PETACC3-0083	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
petacc.PETACC3-0088	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0448	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0062	0.404216074	0.073071856	1	1	NA	0.073071856	CMS2
petacc.PETACC3-0644	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0539	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0494	0.816681869	1	0.658974359	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0495	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0502	0.404216074	0.67678119	0.204273504	1	NA	0.204273504	NOLBL
petacc.PETACC3-0469	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0468	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0466	0.011070572	1	0.658974359	0.908340934	CMS1	0.011070572	CMS1
petacc.PETACC3-0618	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0616	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
petacc.PETACC3-0488	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0491	0.100932401	1	1	0.227445019	NA	0.100932401	NOLBL
petacc.PETACC3-0492	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0108	1	0.67678119	1	0.044126888	CMS4	0.044126888	NOLBL
petacc.PETACC3-0107	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0124	0.816681869	0.937285903	0.658974359	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0106	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0098	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0096	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
petacc.PETACC3-0094	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0122	1	0.67678119	0.204273504	0.594081281	NA	0.204273504	NOLBL
petacc.PETACC3-0089	0.404216074	0.937285903	0.658974359	0.594081281	NA	0.404216074	NOLBL
petacc.PETACC3-0193	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0609	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
petacc.PETACC3-0610	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
petacc.PETACC3-0141	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0365	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
petacc.PETACC3-0363	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
petacc.PETACC3-0366	1	1	0.204273504	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0480	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
petacc.PETACC3-0481	1	0.3046316	0.204273504	0.908340934	NA	0.204273504	NOLBL
petacc.PETACC3-0638	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0639	1	0.67678119	0.658974359	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0544	0.816681869	0.007945678	1	1	CMS2	0.007945678	NOLBL
petacc.PETACC3-0585	0.404216074	1	0.658974359	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0586	0.816681869	0.67678119	0.658974359	0.594081281	NA	0.594081281	NOLBL
petacc.PETACC3-0587	0.100932401	1	0.658974359	0.594081281	NA	0.100932401	NOLBL
petacc.PETACC3-0257	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0231	1	1	0.658974359	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0230	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0446	1	0.073071856	0.658974359	0.908340934	NA	0.073071856	NOLBL
petacc.PETACC3-0336	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
petacc.PETACC3-0335	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0333	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0334	1	0.3046316	0.658974359	0.594081281	NA	0.3046316	NOLBL
petacc.PETACC3-0561	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
petacc.PETACC3-0558	1	0.67678119	0.658974359	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0560	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
petacc.PETACC3-0370	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0371	0.404216074	0.67678119	1	0.594081281	NA	0.404216074	NOLBL
petacc.PETACC3-0369	1	0.007945678	1	0.908340934	CMS2	0.007945678	NOLBL
petacc.PETACC3-0243	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0234	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0462	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0436	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
petacc.PETACC3-0433	0.404216074	1	0.204273504	0.594081281	NA	0.204273504	NOLBL
petacc.PETACC3-0435	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0434	0.404216074	0.937285903	1	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0457	0.011070572	0.937285903	1	0.908340934	CMS1	0.011070572	CMS1
petacc.PETACC3-0050	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
petacc.PETACC3-0051	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0162	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0143	0.404216074	0.3046316	1	0.908340934	NA	0.3046316	NOLBL
petacc.PETACC3-0144	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
petacc.PETACC3-0146	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0147	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
petacc.PETACC3-0148	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0149	1	0.67678119	0.658974359	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0145	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0206	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
petacc.PETACC3-0211	0.100932401	0.937285903	1	0.594081281	NA	0.100932401	NOLBL
petacc.PETACC3-0209	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0210	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0236	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
petacc.PETACC3-0282	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0376	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0377	0.816681869	0.007945678	1	1	CMS2	0.007945678	NOLBL
petacc.PETACC3-0374	0.816681869	0.3046316	0.204273504	1	NA	0.204273504	NOLBL
petacc.PETACC3-0375	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0248	0.011070572	1	0.658974359	0.908340934	CMS1	0.011070572	CMS1
petacc.PETACC3-0247	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
petacc.PETACC3-0245	0.816681869	0.3046316	1	0.594081281	NA	0.3046316	NOLBL
petacc.PETACC3-0054	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0059	0.011070572	0.67678119	1	1	CMS1	0.011070572	CMS1
petacc.PETACC3-0058	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0053	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0456	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0078	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0207	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0093	1	0.007945678	0.658974359	1	CMS2	0.007945678	NOLBL
petacc.PETACC3-0677	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0679	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0680	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
petacc.PETACC3-0681	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
petacc.PETACC3-0688	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0682	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
petacc.PETACC3-0687	0.816681869	1	0.658974359	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0686	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0684	0.404216074	1	0.024786325	0.908340934	CMS3	0.024786325	CMS3
petacc.PETACC3-0683	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0442	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0614	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0263	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
petacc.PETACC3-0266	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
petacc.PETACC3-0267	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
petacc.PETACC3-0518	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
petacc.PETACC3-0517	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0027	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0030	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
petacc.PETACC3-0031	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0163	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0602	0.100932401	1	1	0.227445019	NA	0.100932401	NOLBL
petacc.PETACC3-0601	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0603	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0439	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0438	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0440	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0441	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0535	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0534	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
petacc.PETACC3-0264	0.816681869	1	0.000854701	0.908340934	CMS3	0.000854701	CMS3
petacc.PETACC3-0214	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0405	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0406	1	0.007945678	1	0.908340934	CMS2	0.007945678	NOLBL
petacc.PETACC3-0181	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0171	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0079	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
petacc.PETACC3-0080	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0067	0.404216074	0.937285903	0.204273504	0.908340934	NA	0.204273504	NOLBL
petacc.PETACC3-0070	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
petacc.PETACC3-0072	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0069	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0068	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0640	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
petacc.PETACC3-0132	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
petacc.PETACC3-0131	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0130	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
petacc.PETACC3-0127	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0126	0.100932401	0.937285903	1	0.594081281	NA	0.100932401	NOLBL
petacc.PETACC3-0125	1	0.007945678	1	0.908340934	CMS2	0.007945678	NOLBL
petacc.PETACC3-0123	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0134	1	0.073071856	0.658974359	0.908340934	NA	0.073071856	NOLBL
petacc.PETACC3-0133	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0137	1	0.3046316	0.658974359	0.594081281	NA	0.3046316	NOLBL
petacc.PETACC3-0112	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
petacc.PETACC3-0111	1	0.3046316	0.658974359	0.594081281	NA	0.3046316	NOLBL
petacc.PETACC3-0114	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
petacc.PETACC3-0100	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
petacc.PETACC3-0101	0.100932401	0.67678119	1	0.908340934	NA	0.100932401	NOLBL
petacc.PETACC3-0294	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0296	0.404216074	0.3046316	0.658974359	1	NA	0.3046316	NOLBL
petacc.PETACC3-0298	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0404	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0403	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0402	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
petacc.PETACC3-0401	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
petacc.PETACC3-0398	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0202	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0010	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0013	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
petacc.PETACC3-0015	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
petacc.PETACC3-0519	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
petacc.PETACC3-0520	0.816681869	0.937285903	0.024786325	0.908340934	CMS3	0.024786325	CMS3
petacc.PETACC3-0525	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
petacc.PETACC3-0540	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
petacc.PETACC3-0541	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0542	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0022	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0011	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0012	0.100932401	1	1	0.227445019	NA	0.100932401	NOLBL
petacc.PETACC3-0020	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0025	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0014	1	0.007945678	0.658974359	1	CMS2	0.007945678	NOLBL
petacc.PETACC3-0016	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0017	0.100932401	1	0.658974359	0.594081281	NA	0.100932401	CMS4
petacc.PETACC3-0021	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
petacc.PETACC3-0024	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0026	0.011070572	1	0.658974359	0.908340934	CMS1	0.011070572	CMS1
petacc.PETACC3-0673	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
petacc.PETACC3-0671	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0670	1	0.3046316	0.204273504	0.908340934	NA	0.204273504	NOLBL
petacc.PETACC3-0074	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0350	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0295	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
petacc.PETACC3-0085	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
petacc.PETACC3-0514	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0092	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0091	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0001	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0002	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
petacc.PETACC3-0003	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0004	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0005	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
petacc.PETACC3-0006	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
petacc.PETACC3-0007	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0529	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0521	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0523	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0524	1	0.3046316	0.204273504	0.908340934	NA	0.204273504	NOLBL
petacc.PETACC3-0528	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0526	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0527	1	0.67678119	0.024786325	0.908340934	CMS3	0.024786325	CMS3
petacc.PETACC3-0201	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0084	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0167	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0483	0.816681869	1	0.658974359	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0484	0.816681869	0.937285903	0.204273504	0.594081281	NA	0.204273504	NOLBL
petacc.PETACC3-0165	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
petacc.PETACC3-0444	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
petacc.PETACC3-0505	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0656	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0657	0.404216074	1	0.658974359	0.227445019	NA	0.227445019	NOLBL
petacc.PETACC3-0659	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0660	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
petacc.PETACC3-0658	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0661	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0662	0.100932401	1	0.658974359	0.594081281	NA	0.100932401	NOLBL
petacc.PETACC3-0619	0.100932401	1	0.658974359	0.594081281	NA	0.100932401	NOLBL
petacc.PETACC3-0620	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0225	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0482	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0224	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0184	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0478	1	0.007945678	1	0.908340934	CMS2	0.007945678	NOLBL
petacc.PETACC3-0447	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0036	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
petacc.PETACC3-0040	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0039	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0536	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
petacc.PETACC3-0471	1	0.073071856	0.658974359	0.908340934	NA	0.073071856	NOLBL
petacc.PETACC3-0190	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0189	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0475	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0166	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
petacc.PETACC3-0479	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0391	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0178	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0303	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0304	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0621	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0649	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0648	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
petacc.PETACC3-0060	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
petacc.PETACC3-0574	0.404216074	1	0.204273504	0.594081281	NA	0.204273504	NOLBL
petacc.PETACC3-0580	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0579	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
petacc.PETACC3-0576	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0581	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
petacc.PETACC3-0582	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
petacc.PETACC3-0065	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0623	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
petacc.PETACC3-0624	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
petacc.PETACC3-0625	1	0.67678119	0.204273504	0.594081281	NA	0.204273504	NOLBL
petacc.PETACC3-0626	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
petacc.PETACC3-0589	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
petacc.PETACC3-0220	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
petacc.PETACC3-0186	1	0.000283774	1	1	CMS2	0.000283774	CMS2
petacc.PETACC3-0217	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
petacc.PETACC3-0218	0.100932401	1	1	0.227445019	NA	0.100932401	NOLBL
petacc.PETACC3-0646	1	0.073071856	0.658974359	0.908340934	NA	0.073071856	NOLBL
petacc.PETACC3-0630	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
petacc.PETACC3-0629	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
petacc.PETACC3-0628	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
